code_dept_commune,code_departement,code_commune_INSEE,nom_commune,nb_arrets
60-60105,60,60105,Brétigny,2
35-35028,35,35028,Boistrudan,2
58-58031,58,58031,Billy-Chevannes,2
80-80796,80,80796,Villeroy,2
80-80797,80,80797,Villers-aux-Érables,2
58-58035,58,58035,Bona,2
47-47324,47,47324,Villeréal,2
39-39387,39,39387,Nevy-lès-Dole,2
2A-2A040,2A,2A040,Bocognano,2
80-80800,80,80800,Villers-Campsart,2
35-35118,35,35118,Gahard,2
01-01373,01,01373,Saint-Martin-du-Frêne,2
02-02153,02,02153,Cessières,2
57-57673,57,57673,Thonville,2
57-57674,57,57674,Tincry,2
58-58039,58,58039,Brèves,2
60-60093,60,60093,Boulogne-la-Grasse,2
80-80559,80,80559,Montagne-Fayel,2
02-02030,02,02030,Aubencheul-aux-Bois,2
01-01432,01,01432,Verjon,2
80-80521,80,80521,Maurepas,2
01-01417,01,01417,Thézillieu,2
80-80835,80,80835,Yzeux,2
01-01420,01,01420,Thoissey,2
48-48050,48,48050,Bédouès-Cocurès,2
01-01431,01,01431,Vaux-en-Bugey,2
02-02158,02,02158,Chamouille,2
57-57676,57,57676,Tragny,2
80-80525,80,80525,Meigneux,2
39-39308,39,39308,Malange,2
80-80526,80,80526,Meillard,2
39-39404,39,39404,Pannessières,2
01-01434,01,01434,Versailleux,2
48-48051,48,48051,Collet-de-Dèze,2
01-01414,01,01414,Sutrieu,2
47-47228,47,47228,Saint-Antoine-de-Ficalba,2
02-02027,02,02027,Assis-sur-Serre,2
58-58053,58,58053,Champlemy,2
01-01391,01,01391,Salavre,2
60-60055,60,60055,Beaurains-lès-Noyon,2
01-01393,01,01393,Sandrans,2
58-58055,58,58055,Champvert,2
30-30064,30,30064,Campestre-et-Luc,2
57-57675,57,57675,Torcheville,2
80-80513,80,80513,Maricourt,2
51-51036,51,51036,Barbonne-Fayel,2
60-60058,60,60058,Beauvoir,2
80-80505,80,80505,Mametz,2
01-01388,01,01388,Saint-Trivier-de-Courtes,2
47-47216,47,47216,Puymiclan,2
01-01403,01,01403,Serrières-de-Briord,2
80-80517,80,80517,Marquivillers,2
62-62605,62,62605,Neulette,2
80-80535,80,80535,Mesge,2
80-80537,80,80537,Mesnil-Domqueur,2
80-80822,80,80822,Warsy,2
02-02015,02,02015,Ancienville,2
30-30025,30,30025,Aumessas,2
02-02016,02,02016,Andelain,2
33-33316,33,33316,Pellegrue,2
60-60085,60,60085,Bonvillers,2
08-08022,08,08022,Arreux,2
80-80821,80,80821,Warlus,2
80-80540,80,80540,Mesnil-Martinsart,2
57-57684,57,57684,Vahl-Ebersing,2
54-54053,54,54053,Bauzemont,2
48-48045,48,48045,Chaudeyrac,2
02-02025,02,02025,Artemps,2
80-80819,80,80819,Wargnies,2
30-30067,30,30067,Capelle-et-Masmolène,2
80-80551,80,80551,Misery,2
60-60081,60,60081,Bonlier,2
80-80823,80,80823,Warvillers,2
2A-2A062,2A,2A062,Carbuccia,2
62-62396,62,62396,Guinecourt,2
60-60072,60,60072,Bitry,2
80-80825,80,80825,Wiry-au-Mont,2
80-80548,80,80548,Millencourt-en-Ponthieu,2
50-50445,50,50445,Saint-André-de-Bohon,2
60-60174,60,60174,Crapeaumesnil,2
62-62602,62,62602,Nempont-Saint-Firmin,2
30-30071,30,30071,Cassagnoles,2
60-60177,60,60177,Cressonsacq,2
80-80828,80,80828,Woirel,2
60-60052,60,60052,Beaugies-sous-Bois,2
02-02156,02,02156,Chalandry,2
2A-2A092,2A,2A092,Conca,2
80-80595,80,80595,Neuville-Sire-Bernard,2
2B-2B289,2B,2B289,Soveria,2
47-47232,47,47232,Saint-Barthélemy-d'Agenais,2
33-33266,33,33266,Marcenais,2
80-80673,80,80673,Riencourt,2
57-57737,57,57737,Vulmont,2
57-57738,57,57738,Waldhouse,2
2B-2B167,2B,2B167,Montegrosso,2
60-60137,60,60137,Cernoy,2
60-60138,60,60138,Chamant,2
02-02112,02,02112,Brancourt-le-Grand,2
02-02119,02,02119,Brécy,2
57-57705,57,57705,Velving,2
02-02120,02,02120,Brenelle,2
80-80743,80,80743,Suzanne,2
80-80742,80,80742,Surcamps,2
57-57743,57,57743,Waltembourg,2
2B-2B205,2B,2B205,Patrimonio,2
91-91619,91,91619,Torfou,2
80-80741,80,80741,Soyécourt,2
54-54026,54,54026,Athienville,2
07-07148,07,07148,Malbosc,2
80-80747,80,80747,Templeux-la-Fosse,2
39-39320,39,39320,Maynal,2
57-57725,57,57725,Vittersbourg,2
57-57727,57,57727,Viviers,2
57-57728,57,57728,Voimhaut,2
57-57730,57,57730,Volmerange-lès-Boulay,2
2B-2B153,2B,2B153,Manso,2
02-02105,02,02105,Bouresches,2
2B-2B156,2B,2B156,Mausoléo,2
47-47304,47,47304,Taillebourg,2
80-80750,80,80750,Tertry,2
80-80665,80,80665,Regnière-Écluse,2
02-02108,02,02108,Bourguignon-sous-Montbavin,2
57-57759,57,57759,Zarbeling,2
2B-2B159,2B,2B159,Meria,2
54-54031,54,54031,Autreville-sur-Moselle,2
57-57734,57,57734,Voyer,2
60-60147,60,60147,Chevincourt,2
02-02123,02,02123,Brissay-Choigny,2
80-80686,80,80686,Rubempré,2
35-35101,35,35101,Dourdain,2
2B-2B298,2B,2B298,Saint-Florent,2
80-80700,80,80700,Saint-Blimont,2
57-57747,57,57747,Wintersbourg,2
2B-2B260,2B,2B260,Riventosa,2
80-80703,80,80703,Saint-Germain-sur-Bresle,2
51-51008,51,51008,Ambrières,2
02-02137,02,02137,Bussiares,2
54-54020,54,54020,Anthelupt,2
80-80707,80,80707,Saint-Léger-sur-Bresle,2
2B-2B296,2B,2B296,Sant'Antonino,2
80-80718,80,80718,Saint-Sauveur,2
57-57749,57,57749,Vœlfling-lès-Bouzonville,2
80-80708,80,80708,Saint-Mard,2
54-54016,54,54016,Andilly,2
02-02140,02,02140,Camelin,2
07-07160,07,07160,Monestier,2
57-57754,57,57754,Xanrey,2
80-80687,80,80687,Rubescourt,2
02-02142,02,02142,Castres,2
57-57755,57,57755,Xocourt,2
80-80738,80,80738,Soues,2
33-33251,33,33251,Louchats,2
60-60152,60,60152,Choisy-la-Victoire,2
80-80737,80,80737,Sorel,2
51-51022,51,51022,Aulnay-l'Aître,2
33-33250,33,33250,Loubens,2
51-51009,51,51009,Anglure,2
2B-2B320,2B,2B320,Tallone,2
80-80693,80,80693,Sailly-Laurette,2
60-60158,60,60158,Coivrel,2
62-62445,62,62445,Hesdigneul-lès-Béthune,2
80-80694,80,80694,Sailly-le-Sec,2
2B-2B319,2B,2B319,Talasani,2
2B-2B233,2B,2B233,Pino,2
50-50626,50,50626,Ver,2
60-60131,60,60131,Catheux,2
54-54032,54,54032,Autrey,2
02-02072,02,02072,Berrieux,2
2A-2A330,2A,2A330,Ucciani,2
80-80776,80,80776,Varennes,2
80-80617,80,80617,Parvillers-le-Quesnoy,2
80-80775,80,80775,Valines,2
02-02076,02,02076,Bertricourt,2
02-02149,02,02149,Cerizy,2
30-30018,30,30018,Aspères,2
62-62533,62,62533,Lugy,2
02-02084,02,02084,Bézu-le-Guéry,2
2B-2B003,2B,2B003,Aiti,2
80-80624,80,80624,Pierregot,2
57-57719,57,57719,Villers-sur-Nied,2
2B-2B025,2B,2B025,Avapessa,2
47-47264,47,47264,Saint-Pardoux-Isaac,2
80-80771,80,80771,Ugny-l'Équipée,2
57-57711,57,57711,Vibersviller,2
80-80777,80,80777,Vauchelles-lès-Authie,2
80-80628,80,80628,Plessier-Rozainvillers,2
80-80611,80,80611,Oresmaux,2
58-58014,58,58014,Arzembouy,2
58-58012,58,58012,Arquian,2
80-80783,80,80783,Vaux-Marquenneville,2
2A-2A279,2A,2A279,Serriera,2
02-02065,02,02065,Bellicourt,2
02-02066,02,02066,Benay,2
80-80602,80,80602,Occoches,2
2B-2B286,2B,2B286,Sorbo-Ocagnano,2
80-80603,80,80603,Ochancourt,2
80-80605,80,80605,Offoy,2
80-80780,80,80780,Vaudricourt,2
02-02067,02,02067,Bergues-sur-Sambre,2
60-60112,60,60112,Brunvillers-la-Motte,2
2A-2A324,2A,2A324,Tavera,2
60-60113,60,60113,Bucamps,2
02-02088,02,02088,Bièvres,2
60-60171,60,60171,Courtieux,2
2B-2B107,2B,2B107,Ersa,2
2B-2B047,2B,2B047,Calacuccia,2
2B-2B084,2B,2B084,Cateri,2
2B-2B087,2B,2B087,Cervione,2
80-80647,80,80647,Puzeaux,2
80-80648,80,80648,Pys,2
57-57761,57,57761,Zilling,2
2B-2B095,2B,2B095,Corscia,2
2B-2B365,2B,2B365,San-Gavino-di-Fiumorbo,2
80-80759,80,80759,Tilloloy,2
54-54034,54,54034,Avrainville,2
80-80758,80,80758,Thory,2
2B-2B361,2B,2B361,Zilia,2
80-80493,80,80493,Louvencourt,2
80-80754,80,80754,Thieulloy-l'Abbaye,2
2B-2B106,2B,2B106,Érone,2
62-62433,62,62433,Héricourt,2
54-54003,54,54003,Aboncourt,2
80-80640,80,80640,Pozières,2
02-02091,02,02091,Blanzy-lès-Fismes,2
54-54035,54,54035,Avricourt,2
02-02093,02,02093,Blérancourt,2
50-50622,50,50622,Vaudrimesnil,2
02-02096,02,02096,Bois-lès-Pargny,2
2B-2B029,2B,2B029,Barbaggio,2
57-57721,57,57721,Vilsberg,2
02-02097,02,02097,Boncourt,2
57-57763,57,57763,Zommange,2
57-57722,57,57722,Vionville,2
54-54037,54,54037,Azelot,2
2B-2B046,2B,2B046,Cagnano,2
54-54001,54,54001,Abaucourt,2
80-80637,80,80637,Port-le-Grand,2
60-60169,60,60169,Courcelles-lès-Gisors,2
02-02100,02,02100,Bony,2
80-80638,80,80638,Potte,2
50-50624,50,50624,Vendelée,2
33-33025,33,33025,Baigneaux,2
50-50574,50,50574,Servon,2
50-50491,50,50491,Saint-Jean-de-Savigny,2
57-57517,57,57517,Obergailbach,2
57-57520,57,57520,Obreck,2
40-40102,40,40102,Gabarret,2
95-95489,95,95489,Piscop,2
57-57524,57,57524,Ommeray,2
54-54120,54,54120,Charmes-la-Côte,2
80-80193,80,80193,Chirmont,2
80-80194,80,80194,Chuignes,2
57-57526,57,57526,Ormersviller,2
50-50472,50,50472,Saint-Georges-de-Livoye,2
95-95492,95,95492,Plessis-Gassot,2
57-57528,57,57528,Oron,2
40-40100,40,40100,Frêche,2
50-50499,50,50499,Saint-Laurent-de-Cuves,2
57-57532,57,57532,Pagny-lès-Goin,2
50-50504,50,50504,Saint-Louet-sur-Vire,2
80-80204,80,80204,Combles,2
01-01133,01,01133,Cressin-Rochefort,2
01-01140,01,01140,Curtafond,2
57-57536,57,57536,Petit-Tenquin,2
54-54121,54,54121,Charmois,2
95-95510,95,95510,Puiseux-Pontoise,2
33-33500,33,33500,Samonac,2
01-01087,01,01087,Charix,2
40-40161,40,40161,Lubbon,2
01-01083,01,01083,Chaneins,2
27-27695,27,27695,Villez-sur-le-Neubourg,2
80-80156,80,80156,Bussy-lès-Daours,2
80-80157,80,80157,Bussy-lès-Poix,2
80-80158,80,80158,Buverchy,2
80-80159,80,80159,Cachy,2
57-57492,57,57492,Moyeuvre-Petite,2
80-80162,80,80162,Caix,2
57-57493,57,57493,Mulcey,2
80-80179,80,80179,Caulières,2
27-27699,27,27699,Voiscreville,2
57-57495,57,57495,Narbéfontaine,2
40-40158,40,40158,Losse,2
80-80170,80,80170,Cantigny,2
80-80172,80,80172,Cappy,2
57-57500,57,57500,Neufmoulins,2
80-80175,80,80175,Carnoy,2
01-01090,01,01090,Châtenay,2
40-40131,40,40131,Labastide-d'Armagnac,2
33-33536,33,33536,Tuzan,2
01-01146,01,01146,Dompierre-sur-Chalaronne,2
80-80208,80,80208,Conteville,2
54-54107,54,54107,Buriville,2
34-34235,34,34235,Rosis,2
57-57580,57,57580,Riche,2
33-33521,33,33521,Talais,2
57-57581,57,57581,Richeling,2
54-54108,54,54108,Burthecourt-aux-Chênes,2
33-33510,33,33510,Semens,2
80-80243,80,80243,Domesmont,2
39-39546,39,39546,Vaudrey,2
57-57583,57,57583,Richeval,2
54-54106,54,54106,Bures,2
62-62862,62,62862,Vincly,2
57-57585,57,57585,Ritzing,2
80-80250,80,80250,Domvast,2
33-33509,33,33509,Savignac-de-l'Isle,2
50-50518,50,50518,Saint-Martin-le-Bouillant,2
34-34238,34,34238,Saint-André-de-Buèges,2
29-29007,29,29007,Berrien,2
47-47167,47,47167,Mézin,2
34-34241,34,34241,Saint-Bauzille-de-la-Sylve,2
80-80258,80,80258,Driencourt,2
80-80237,80,80237,Démuin,2
01-01169,01,01169,Genouilleux,2
50-50512,50,50512,Saint-Martin-de-Bonfossé,2
62-62828,62,62828,Tramecourt,2
57-57539,57,57539,Pévange,2
50-50506,50,50506,Saint-Malo-de-la-Lande,2
40-40051,40,40051,Bougue,2
47-47143,47,47143,Lavardac,2
57-57551,57,57551,Postroff,2
34-34230,34,34230,Rives,2
57-57558,57,57558,Puttigny,2
80-80216,80,80216,Courcelette,2
95-95387,95,95387,Menouville,2
80-80223,80,80223,Crémery,2
39-39574,39,39574,Villevieux,2
39-39571,39,39571,Villers-Robert,2
39-39561,39,39561,Villards-d'Héria,2
33-33530,33,33530,Teuillac,2
80-80227,80,80227,Croixrault,2
39-39560,39,39560,Villard-Saint-Sauveur,2
34-34231,34,34231,Romiguières,2
34-34232,34,34232,Roquebrun,2
57-57573,57,57573,Réning,2
27-27691,27,27691,Villers-sur-le-Roule,2
54-54126,54,54126,Chenicourt,2
57-57486,57,57486,Morville-sur-Nied,2
27-27600,27,27600,Saint-Quentin-des-Isles,2
34-34138,34,34138,Lieuran-Cabrières,2
80-80048,80,80048,Avesnes-Chaussoy,2
01-01042,01,01042,Bey,2
40-40331,40,40331,Villeneuve-de-Marsan,2
57-57430,57,57430,Mainvillers,2
01-01044,01,01044,Billiat,2
80-80052,80,80052,Baizieux,2
80-80053,80,80053,Balâtre,2
57-57436,57,57436,Malaucourt-sur-Seille,2
57-57442,57,57442,Many,2
80-80077,80,80077,Béhencourt,2
80-80061,80,80061,Beaucamps-le-Jeune,2
01-01052,01,01052,Bouligneux,2
34-34141,34,34141,Livinière,2
80-80064,80,80064,Beaucourt-en-Santerre,2
57-57448,57,57448,Marsal,2
80-80068,80,80068,Beaumetz,2
80-80073,80,80073,Bécordel-Bécourt,2
80-80074,80,80074,Becquigny,2
57-57449,57,57449,Marsilly,2
80-80047,80,80047,Aveluy,2
80-80045,80,80045,Authuille,2
27-27590,27,27590,Saint-Pierre-de-Cernières,2
50-50482,50,50482,Saint-Germain-sur-Sèves,2
01-01008,01,01008,Ambutrix,2
54-54139,54,54139,Courbesseaux,2
80-80023,80,80023,Andechy,2
57-57417,57,57417,Lostroff,2
08-08216,08,08216,Haudrecy,2
01-01022,01,01022,Artemare,2
47-47119,47,47119,Houeillès,2
34-34133,34,34133,Lavalette,2
80-80032,80,80032,Assainvillers,2
80-80033,80,80033,Assevillers,2
27-27576,27,27576,Sainte-Opportune-du-Bosc,2
80-80035,80,80035,Aubercourt,2
01-01025,01,01025,Bâgé-Dommartin,2
01-01026,01,01026,Bâgé-le-Châtel,2
80-80038,80,80038,Auchonvillers,2
47-47120,47,47120,Jusix,2
57-57423,57,57423,Lubécourt,2
80-80041,80,80041,Aumont,2
27-27584,27,27584,Saint-Paul-de-Fourques,2
34-34097,34,34097,Félines-Minervois,2
80-80079,80,80079,Belleuse,2
57-57485,57,57485,Morville-lès-Vic,2
40-40255,40,40255,Saint-Cricq-Villeneuve,2
34-34167,34,34167,Montels,2
80-80108,80,80108,Boisbergues,2
01-01076,01,01076,Chaley,2
54-54130,54,54130,Clayeures,2
40-40267,40,40267,Saint-Justin,2
80-80114,80,80114,Bosquel,2
80-80115,80,80115,Bouchavesnes-Bergen,2
27-27646,27,27646,Torpt,2
27-27649,27,27649,Touffreville,2
27-27652,27,27652,Tourneville,2
80-80080,80,80080,Belloy-en-Santerre,2
27-27658,27,27658,Tremblay-Omonville,2
57-57471,57,57471,Momerstroff,2
27-27663,27,27663,Troncq,2
47-47133,47,47133,Lamontjoie,2
57-57473,57,57473,Moncourt,2
01-01082,01,01082,Chanay,2
57-57478,57,57478,Montdidier,2
27-27680,27,27680,Verneusses,2
27-27682,27,27682,Vesly,2
80-80105,80,80105,Billancourt,2
80-80104,80,80104,Biencourt,2
59-59542,59,59542,Saint-Remy-Chaussée,2
63-63144,63,63144,Égliseneuve-d'Entraigues,2
01-01057,01,01057,Boz,2
59-59532,59,59532,Saint-Georges-sur-l'Aa,2
01-01060,01,01060,Brénod,2
80-80081,80,80081,Belloy-Saint-Léonard,2
80-80082,80,80082,Belloy-sur-Somme,2
80-80084,80,80084,Bermesnil,2
80-80085,80,80085,Bernâtre,2
27-27616,27,27616,Saussaye,2
01-01065,01,01065,Buellas,2
01-01067,01,01067,Ceignes,2
54-54133,54,54133,Coincourt,2
80-80089,80,80089,Berneuil,2
80-80090,80,80090,Berny-en-Santerre,2
57-57453,57,57453,Maxstadt,2
54-54132,54,54132,Clérey-sur-Brenon,2
80-80095,80,80095,Bertrancourt,2
34-34091,34,34091,Cros,2
80-80097,80,80097,Béthencourt-sur-Somme,2
80-80100,80,80100,Bettencourt-Saint-Ouen,2
50-50464,50,50464,Saint-Denis-le-Vêtu,2
21-21558,21,21558,Sainte-Marie-la-Blanche,2
01-01370,01,01370,Saint-Laurent-sur-Saône,2
50-50450,50,50450,Saint-Barthélemy,2
80-80413,80,80413,Hancourt,2
29-29196,29,29196,Plouguin,2
39-39432,39,39432,Pointre,2
60-60011,60,60011,Amy,2
29-29210,29,29210,Plouvorn,2
01-01284,01,01284,Ozan,2
80-80418,80,80418,Hardecourt-aux-Bois,2
80-80420,80,80420,Harponville,2
01-01290,01,01290,Pérouges,2
80-80423,80,80423,Havernas,2
60-60008,60,60008,Airion,2
47-47191,47,47191,Montpouillan,2
80-80425,80,80425,Hédauville,2
62-62658,62,62658,Pittefaux,2
01-01294,01,01294,Peyrieu,2
01-01297,01,01297,Pizay,2
80-80429,80,80429,Hénencourt,2
57-57657,57,57657,Sotzeling,2
80-80432,80,80432,Herleville,2
29-29244,29,29244,Saint-Derrien,2
29-29193,29,29193,Plougourvest,2
62-62682,62,62682,Quilen,2
54-54104,54,54104,Buissoncourt,2
80-80393,80,80393,Gruny,2
80-80376,80,80376,Gentelles,2
29-29155,29,29155,Ouessant,2
80-80378,80,80378,Ginchy,2
80-80383,80,80383,Goyencourt,2
34-34278,34,34278,Saint-Michel,2
33-33391,33,33391,Saint-Côme,2
57-57643,57,57643,Secourt,2
62-62696,62,62696,Reclinghem,2
54-54088,54,54088,Bouvron,2
34-34279,34,34279,Saint-Nazaire-de-Ladarez,2
80-80409,80,80409,Hallu,2
39-39437,39,39437,Pont-du-Navoy,2
54-54085,54,54085,Borville,2
62-62690,62,62690,Raye-sur-Authie,2
80-80401,80,80401,Guillemont,2
50-50554,50,50554,Saint-Senier-sous-Avranches,2
01-01268,01,01268,Murs-et-Gélignieux,2
29-29175,29,29175,Plonévez-du-Faou,2
29-29176,29,29176,Plonévez-Porzay,2
29-29184,29,29184,Plouénan,2
80-80435,80,80435,Hesbécourt,2
80-80436,80,80436,Hescamps,2
80-80437,80,80437,Heucourt-Croquoison,2
80-80473,80,80473,Liancourt-Fosse,2
39-39412,39,39412,Peseux,2
39-39409,39,39409,Peintre,2
39-39406,39,39406,Pasquier,2
01-01332,01,01332,Saint-André-de-Bâgé,2
80-80468,80,80468,Laviéville,2
34-34306,34,34306,Soumont,2
01-01345,01,01345,Saint-Denis-en-Bugey,2
54-54071,54,54071,Bezange-la-Grande,2
80-80470,80,80470,Léalvillers,2
80-80474,80,80474,Licourt,2
60-60017,60,60017,Ansauvillers,2
80-80475,80,80475,Liéramont,2
29-29290,29,29290,Tréglonou,2
57-57671,57,57671,Thimonville,2
80-80481,80,80481,Lihons,2
29-29299,29,29299,Tréouergat,2
54-54070,54,54070,Bey-sur-Seille,2
80-80487,80,80487,Longavesnes,2
01-01363,01,01363,Saint-Jean-le-Vieux,2
01-01367,01,01367,Saint-Julien-sur-Reyssouze,2
29-29264,29,29264,Saint-Servais,2
29-29262,29,29262,Saint-Sauveur,2
34-34303,34,34303,Sorbs,2
57-57664,57,57664,Tarquimpol,2
80-80439,80,80439,Heuzecourt,2
01-01305,01,01305,Pont-de-Vaux,2
80-80440,80,80440,Hiermont,2
47-47208,47,47208,Pompogne,2
01-01306,01,01306,Pont-de-Veyle,2
39-39415,39,39415,Petit-Noir,2
81-81024,81,81024,Beauvais-sur-Tescou,2
54-54075,54,54075,Bionville,2
29-29255,29,29255,Saint-Méen,2
80-80449,80,80449,Ignaucourt,2
01-01307,01,01307,Port,2
80-80450,80,80450,Inval-Boiron,2
80-80451,80,80451,Irles,2
60-60028,60,60028,Aumont-en-Halatte,2
33-33364,33,33364,Saillans,2
80-80452,80,80452,Jumel,2
50-50568,50,50568,Saussey,2
01-01323,01,01323,Reyssouze,2
34-34302,34,34302,Siran,2
80-80374,80,80374,Gapennes,2
47-47175,47,47175,Monflanquin,2
80-80372,80,80372,Frucourt,2
47-47171,47,47171,Monbalen,2
57-57594,57,57594,Roppeviller,2
57-57595,57,57595,Rorbach-lès-Dieuze,2
80-80293,80,80293,Ételfay,2
95-95253,95,95253,Frémainville,2
57-57596,57,57596,Rosbruck,2
01-01208,01,01208,Lavours,2
29-29035,29,29035,Coat-Méal,2
80-80297,80,80297,Étréjust,2
29-29038,29,29038,Commana,2
80-80301,80,80301,Famechon,2
01-01215,01,01215,Lhôpital,2
80-80302,80,80302,Faverolles,2
29-29040,29,29040,Conquet,2
80-80304,80,80304,Fay,2
33-33458,33,33458,Saint-Paul,2
34-34261,34,34261,Saint-Guilhem-le-Désert,2
80-80306,80,80306,Fescamps,2
57-57599,57,57599,Roupeldange,2
29-29053,29,29053,Faou,2
80-80311,80,80311,Fignières,2
01-01207,01,01207,Lapeyrouse,2
33-33461,33,33461,Saint-Philippe-d'Aiguille,2
33-33472,33,33472,Saint-Sauveur-de-Puynormand,2
33-33475,33,33475,Saint-Seurin-de-Bourg,2
80-80263,80,80263,Échelle-Saint-Aurin,2
29-29010,29,29010,Bodilis,2
80-80265,80,80265,Embreville,2
50-50528,50,50528,Saint-Nicolas-de-Pierrepont,2
80-80269,80,80269,Épaumesnil,2
54-54102,54,54102,Bruley,2
50-50529,50,50529,Saint-Nicolas-des-Bois,2
80-80272,80,80272,Épénancourt,2
80-80273,80,80273,Éplessier,2
08-08162,08,08162,Fagnon,2
33-33484,33,33484,Saint-Symphorien,2
33-33479,33,33479,Saint-Sève,2
50-50533,50,50533,Saint-Patrice-de-Claids,2
80-80278,80,80278,Erches,2
29-29016,29,29016,Brasparts,2
01-01197,01,01197,Journans,2
80-80281,80,80281,Ergnies,2
34-34253,34,34253,Saint-Félix-de-l'Héras,2
80-80283,80,80283,Esclainvillers,2
80-80312,80,80312,Fins,2
54-54095,54,54095,Bratte,2
80-80371,80,80371,Froyelles,2
80-80352,80,80352,Frémontiers,2
80-80334,80,80334,Fossemanant,2
29-29098,29,29098,Lampaul-Plouarzel,2
80-80338,80,80338,Fouilloy,2
57-57624,57,57624,Sainte-Ruffine,2
54-54092,54,54092,Bouzanville,2
33-33419,33,33419,Saint-Hilaire-du-Bois,2
80-80349,80,80349,Fransures,2
39-39456,39,39456,Relans,2
01-01255,01,01255,Montagnieu,2
33-33406,33,33406,Saint-Genès-de-Castillon,2
57-57604,57,57604,Rustroff,2
01-01257,01,01257,Montanges,2
80-80358,80,80358,Fresnoy-en-Chaussée,2
29-29123,29,29123,Lennon,2
01-01258,01,01258,Montceaux,2
39-39449,39,39449,Rainans,2
29-29132,29,29132,Locquénolé,2
29-29141,29,29141,Loqueffret,2
50-50552,50,50552,Saint-Sébastien-de-Raids,2
80-80369,80,80369,Frohen-sur-Authie,2
01-01243,01,01243,Messimy-sur-Saône,2
29-29097,29,29097,Lampaul-Guimiliau,2
29-29093,29,29093,Kernilis,2
50-50453,50,50453,Sainte-Cécile,2
33-33441,33,33441,Saint-Martin-Lacaussade,2
80-80317,80,80317,Fleury,2
39-39491,39,39491,Coteaux du Lizon,2
57-57609,57,57609,Saint-Epvre,2
01-01225,01,01225,Lurcy,2
80-80321,80,80321,Folleville,2
34-34263,34,34263,Saint-Hilaire-de-Beauvoir,2
01-01228,01,01228,Maillat,2
80-80324,80,80324,Fontaine-le-Sec,2
57-57611,57,57611,Saint-Georges,2
39-39486,39,39486,Saint-Lamain,2
29-29083,29,29083,Île-de-Sein,2
80-80329,80,80329,Forceville,2
95-95212,95,95212,Épiais-lès-Louvres,2
34-34264,34,34264,Saint-Jean-de-Buèges,2
29-29084,29,29084,Île-Molène,2
01-01230,01,01230,Mantenay-Montlin,2
39-39474,39,39474,Sainte-Agnès,2
33-33426,33,33426,Saint-Laurent-des-Combes,2
48-48070,48,48070,Grandrieu,2
30-30144,30,30144,Lecques,2
39-39299,39,39299,Longwy-sur-le-Doubs,2
60-60461,60,60461,Nivillers,2
02-02633,02,02633,Quincy-sous-le-Mont,2
02-02632,02,02632,Quincy-Basse,2
52-52405,52,52405,Montsaugeonnais,2
02-02629,02,02629,Puisieux-et-Clanlieu,2
61-61123,61,61123,Coulonces,2
02-02628,02,02628,Puiseux-en-Retz,2
52-52386,52,52386,Perthes,2
61-61121,61,61121,Coulimer,2
02-02625,02,02625,Proix,2
02-02623,02,02623,Prisces,2
02-02636,02,02636,Regny,2
52-52370,52,52370,Osne-le-Val,2
86-86036,86,86036,Bournand,2
51-51521,51,51521,Saint-Vrain,2
61-61113,61,61113,Comblot,2
86-86050,86,86050,Chalandray,2
52-52359,52,52359,Nully,2
61-61108,61,61108,Cisai-Saint-Aubin,2
33-33057,33,33057,Blasimon,2
61-61099,61,61099,Chapelle-Souëf,2
52-52407,52,52407,Prez-sous-Lafauche,2
89-89134,89,89134,Cussy-les-Forges,2
61-61039,61,61039,Bellière,2
89-89159,89,89159,Étaule,2
61-61166,61,61166,Ferrières-la-Verrerie,2
02-02675,02,02675,Sainte-Croix,2
02-02671,02,02671,Saint-Aubin,2
02-02670,02,02670,Saint-Algis,2
02-02664,02,02664,Rozoy-Bellevalle,2
02-02662,02,02662,Rozet-Saint-Albin,2
02-02661,02,02661,Royaucourt-et-Chailvet,2
02-02395,02,02395,Jumencourt,2
89-89169,89,89169,Flogny-la-Chapelle,2
02-02654,02,02654,Romery,2
02-02637,02,02637,Remaucourt,2
02-02653,02,02653,Romeny-sur-Marne,2
89-89152,89,89152,Épineau-les-Voves,2
52-52413,52,52413,Rachecourt-Suzémont,2
61-61148,61,61148,Durcet,2
02-02647,02,02647,Ribeauville,2
89-89144,89,89144,Domats,2
02-02644,02,02644,Retheuil,2
61-61138,61,61138,Croisilles,2
02-02638,02,02638,Remies,2
61-61098,61,61098,Chapelle-près-Sées,2
02-02616,02,02616,Pont-Saint-Mard,2
02-02615,02,02615,Pontruet,2
60-60475,60,60475,Ognon,2
02-02584,02,02584,Papleux,2
02-02404,02,02404,Landouzy-la-Cour,2
02-02583,02,02583,Pancy-Courtecon,2
61-61067,61,61067,Bures,2
89-89068,89,89068,Chablis,2
61-61064,61,61064,Brullemail,2
02-02579,02,02579,Oulchy-la-Ville,2
32-32107,32,32107,Condom,2
61-61060,61,61060,Brethel,2
02-02573,02,02573,Orgeval,2
89-89113,89,89113,Collemiers,2
02-02572,02,02572,Orainville,2
60-60476,60,60476,Omécourt,2
89-89048,89,89048,Bœurs-en-Othe,2
52-52302,52,52302,Maizières,2
61-61052,61,61052,Bonnefoi,2
02-02567,02,02567,Ohis,2
32-32115,32,32115,Dému,2
02-02565,02,02565,Œuilly,2
61-61049,61,61049,Boissei-la-Lande,2
02-02585,02,02585,Parcy-et-Tigny,2
